Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
1/1/2018,15:55:00,MCP,"3rd district, Silver Spring",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,LEXINGTON @ UNIVERSITY BLVD,39.01972167,-77.01151333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,NISSAN,SENTRA,BLACK,Warning,22-219(a),Transportation Article,No,BLACK,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0197216666667, -77.0115133333333)"
1/1/2018,16:12:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NEW HAMPSHIRE AVE @ NORTHAMPTON DR,39.00686167,-76.98116,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,SATURN,4D,SILVER,Warning,13-411(f),Transportation Article,No,BLACK,F,WARRENVILLE HTS,OH,OH,A - Marked Patrol,"(39.0068616666667, -76.98116)"
1/1/2018,20:30:00,MCP,"3rd district, Silver Spring",KNOWINGLY DRIVING UNINSURED VEHICLE,UNIVERSITY BLVD @ PINEY BRANCH RD,38.99969667,-76.99227667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,CHEVROLET,EQUINOX,SILVER,Warning,17-107(a1),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9996966666667, -76.9922766666667)"
1/1/2018,14:50:00,MCP,"4th district, Wheaton",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,GEORGIA AVE/ARCOLA AVE,39.04560667,-77.05169,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,BMW,4D,BLACK,Warning,22-219(a),Transportation Article,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.0456066666667, -77.05169)"
1/1/2018,12:03:00,MCP,"3rd district, Silver Spring",UNSAFE BACKING OF MOTOR VEH.,S/B GEORGIA AVE / BALLARD ST,39.00049967,-77.0331205,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,FORD,FUSION,SILVER,Warning,21-1102(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0004996666667, -77.0331205)"
1/1/2018,12:03:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,S/B GEORGIA AVE / BALLARD ST,39.00049967,-77.0331205,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,FORD,FUSION,SILVER,Warning,21-309(d),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0004996666667, -77.0331205)"
1/1/2018,16:54:00,MCP,"3rd district, Silver Spring",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,PHILADELPHIA AVE / CHICAGO AVE,38.98685667,-77.02178667,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2013,TOYT,4D,BLACK,Warning,21-401,Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.9868566666667, -77.0217866666667)"
1/1/2018,5:38:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL,S FREDERICK @ W DEER PARK,39.134075,-77.19056667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,HYUNDAI,SU V,BLUE,Warning,21-202(h1),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.134075, -77.1905666666667)"
1/1/2018,5:38:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,S FREDERICK @ W DEER PARK,39.134075,-77.19056667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,HYUNDAI,SU V,BLUE,Warning,21-201(a1),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.134075, -77.1905666666667)"
1/1/2018,5:38:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP AT STOP SIGN LINE,S FREDERICK @ W DEER PARK,39.134075,-77.19056667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,HYUNDAI,SU V,BLUE,Warning,21-707(a),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.134075, -77.1905666666667)"
1/1/2018,5:24:00,MCP,"3rd district, Silver Spring",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,NB I270 @ MONTGOMERY VILLAGE AVE,39.15895167,-77.22866167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEVROLET,MALIBU,SILVER,Warning,21-801.1,Transportation Article,No,WHITE,M,DAMASCUS,MD,MD,Q - Marked Laser,"(39.1589516666667, -77.2286616666667)"
1/1/2018,5:24:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 75/55,NB I270 @ MONTGOMERY VILLAGE AVE,39.15895167,-77.22866167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEVROLET,MALIBU,SILVER,Warning,21-801(a),Transportation Article,No,WHITE,M,DAMASCUS,MD,MD,Q - Marked Laser,"(39.1589516666667, -77.2286616666667)"
1/1/2018,22:35:00,MCP,"3rd district, Silver Spring",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,SB 29 AND LORAIN AVE,39.02422,-77.01121833,No,No,No,No,No,No,No,No,No,No,OK,02 - Automobile,2011,TOYOTA,COROLLA,WHITE,Warning,22-219(a),Transportation Article,No,OTHER,F,BROKEN BOW,OK,OK,A - Marked Patrol,"(39.02422, -77.0112183333333)"
1/1/2018,22:35:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,SB 29 AND LORAIN AVE,39.02422,-77.01121833,No,No,No,No,No,No,No,No,No,No,OK,02 - Automobile,2011,TOYOTA,COROLLA,WHITE,Warning,13-411(f),Transportation Article,No,OTHER,F,BROKEN BOW,OK,OK,A - Marked Patrol,"(39.02422, -77.0112183333333)"
1/1/2018,16:44:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,ROCKVILLE PIKE/PARK RD,39.08322833,-77.15194333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,MAZDA,MAZDA3,WHITE,Warning,13-409(b),Transportation Article,No,WHITE,F,MANASSAS,VA,VA,A - Marked Patrol,"(39.0832283333333, -77.1519433333333)"
1/1/2018,20:01:00,MCP,"1st district, Rockville",DRIVER FAILING TO MAKE LEFT TURN FROM LEFT TURN LANE,N.WASHINGTON ST/E MIDDLE LN,39.08501167,-77.15219167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HONDA,CIVIC,WHITE,Warning,21-309(i),Transportation Article,No,WHITE,M,COLUMBIA,MD,MD,A - Marked Patrol,"(39.0850116666667, -77.1521916666667)"
1/1/2018,20:01:00,MCP,"1st district, Rockville",DRIVER CHANGING LANES WHEN UNSAFE,N.WASHINGTON ST/E MIDDLE LN,39.08501167,-77.15219167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HONDA,CIVIC,WHITE,Warning,21-309(b),Transportation Article,No,WHITE,M,COLUMBIA,MD,MD,A - Marked Patrol,"(39.0850116666667, -77.1521916666667)"
1/1/2018,20:20:00,MCP,"1st district, Rockville","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",ROCKVILLE PIKE/TWINBROOK PWKY,39.05929167,-77.12161667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,HONDA,CIVIC,GRAY,Warning,22-201.1,Transportation Article,No,WHITE,M,KENSINGTON,MD,MD,A - Marked Patrol,"(39.0592916666667, -77.1216166666667)"
1/1/2018,5:27:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO MAKE REQUIRED STOP AT PAVEMENT MARK,SLIGO AVE @ FENTON ST,38.98982333,-77.02398167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HONDA,CRV,WHITE,Warning,21-202(m),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9898233333333, -77.0239816666667)"
1/1/2018,5:27:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SLIGO AVE @ FENTON ST,38.98982333,-77.02398167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HONDA,CRV,WHITE,Warning,21-201(a1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9898233333333, -77.0239816666667)"
1/1/2018,16:32:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,BEL PRE RD AND BIG BREAR CT,39.09112617,-77.06150117,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,NISSAN,SENTRA,RED,Warning,21-801.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0911261666667, -77.0615011666667)"
1/1/2018,20:36:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,BEL PRE RD AND PARKER FARM WAY,39.09068,-77.04632917,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,PONT,GRAND AM,WHITE,Warning,22-226(a),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.09068, -77.0463291666667)"
1/1/2018,6:58:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,NB GEORGIA AVE @ EVANS PKWY,39.03066833,-77.04777167,No,Yes,No,No,No,No,No,No,No,No,DC,02 - Automobile,2005,MERCURY,GRAND MARQUIS,BLACK,Warning,22-226(a),Transportation Article,No,BLACK,F,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0306683333333, -77.0477716666667)"
1/1/2018,16:52:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,ASPEN HILL RD @ CONNECTICUT AVE,39.07973333,-77.08326833,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2003,BUICK,CXL,BLACK,Warning,13-411(f),Transportation Article,No,WHITE,M,WASHINGTON,DC,XX,A - Marked Patrol,"(39.0797333333333, -77.0832683333333)"
1/1/2018,21:01:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,CONNETICUT AVE @ ASPEN HILL,39.08181167,-77.07963333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,CHRY,VAN,BLUE,Warning,13-411(d),Transportation Article,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.0818116666667, -77.0796333333333)"
1/1/2018,21:10:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,CONNETICUT AVE @ GEORGIA AVE,39.08525167,-77.07845667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HYUNDAI,SANTA FE,WHITE,Warning,22-226(a),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0852516666667, -77.0784566666667)"
1/1/2018,22:48:00,MCP,"4th district, Wheaton",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,CONNETICUT AVE @ ASPEN HILL,39.07858,-77.08085667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,INFINITI,G35,BLACK,Warning,22-406(i1),Transportation Article,No,OTHER,M,SUITLAND,MD,MD,A - Marked Patrol,"(39.07858, -77.0808566666667)"
1/1/2018,22:48:00,MCP,"4th district, Wheaton",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,CONNETICUT AVE @ ASPEN HILL,39.07858,-77.08085667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,INFINITI,G35,BLACK,Warning,22-204(f),Transportation Article,No,OTHER,M,SUITLAND,MD,MD,A - Marked Patrol,"(39.07858, -77.0808566666667)"
1/1/2018,22:48:00,MCP,"4th district, Wheaton","MOTOR VEH. EQUIPPED WITH UNLAWFULLY MODIFIED EXHAUST SYSTEM, NOISE ABATEMENT DEVICE",CONNETICUT AVE @ ASPEN HILL,39.07858,-77.08085667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,INFINITI,G35,BLACK,Warning,22-609(b),Transportation Article,No,OTHER,M,SUITLAND,MD,MD,A - Marked Patrol,"(39.07858, -77.0808566666667)"
1/1/2018,11:56:00,MCP,"4th district, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,RANDOLPH RD (W/B) AT CLIFTON RD,39.07434667,-77.00635167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,TOYOTA,HIGHLANDER,BLUE,Warning,21-1124.2(d2),Transportation Article,No,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0743466666667, -77.0063516666667)"
1/1/2018,18:49:00,MCP,"3rd district, Silver Spring",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,SPENCERVILLE ROAD AT KRUHM ROAD,39.11090667,-76.94916167,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2007,LINCOLN,NAVIGATOR,BLACK,Warning,21-310(a),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1109066666667, -76.9491616666667)"
1/1/2018,2:14:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,DIAMONDBACK DR / DECOVERLY DR,39.10776667,-77.20413833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2015,LINCOLN,NAVIGATOR,BLACK,Warning,21-201(a1),Transportation Article,No,ASIAN,F,BURKE,VA,VA,A - Marked Patrol,"(39.1077666666667, -77.2041383333333)"
1/1/2018,2:14:00,MCP,"4th district, Wheaton",FAILURE TO STOP VEH. WITHIN 12 INCHES OF RIGHT CURB,DIAMONDBACK DR / DECOVERLY DR,39.10776667,-77.20413833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2015,LINCOLN,NAVIGATOR,BLACK,Warning,21-1004(a),Transportation Article,No,ASIAN,F,BURKE,VA,VA,A - Marked Patrol,"(39.1077666666667, -77.2041383333333)"
1/1/2018,16:02:00,MCP,"4th district, Wheaton",DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100' OF TRAVEL BEFORE TURNING,VEIRS MILL RD @ RANDOLPH RD.,39.05681167,-77.08111,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,1999,MERCEDES,E430,GOLD,Warning,21-604(d),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0568116666667, -77.08111)"
1/1/2018,16:02:00,MCP,"4th district, Wheaton",PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEH WITHOUT SEATBELT RESTRAINT,VEIRS MILL RD @ RANDOLPH RD.,39.05681167,-77.08111,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,1999,MERCEDES,E430,GOLD,Warning,22-412.3(c3),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0568116666667, -77.08111)"
1/1/2018,16:02:00,MCP,"4th district, Wheaton",PARKING WHERE PROHIBITED BY OFFICIAL SIGNS,VEIRS MILL RD @ RANDOLPH RD.,39.05681167,-77.08111,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,1999,MERCEDES,E430,GOLD,Warning,21-1003(aa),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0568116666667, -77.08111)"
1/1/2018,3:07:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROCKVILLE PIKE @ GROSVENOR LN,39.0213,-77.102915,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,AUDI,A6,BLACK,Warning,21-201(a1),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.0213, -77.102915)"
1/1/2018,3:57:00,MCP,"4th district, Wheaton","MOTOR VEH.,  MFR. AFTER JUNE 1, 1971, W/O ADEQUATE TAIL LAMPS",VEIRS MILL RD @ NEWPORT MILL RD,39.04584333,-77.06610833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MAZDA,5,WHITE,Warning,22-204(a),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0458433333333, -77.0661083333333)"
1/1/2018,11:20:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,UNIVERSITY BLVD / ORANGE DR,39.03271833,-77.02333667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,ACURA,INTEGRA,GREEN,Warning,13-409(b),Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0327183333333, -77.0233366666667)"
1/1/2018,6:36:00,MCP,"4th district, Wheaton",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,GEORGIA AVE AND ROSSMOOR BLVD,39.102545,-77.076625,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,LEXUS,RX4000,BLACK,Warning,22-204(f),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.102545, -77.076625)"
1/1/2018,6:36:00,MCP,"4th district, Wheaton",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,GEORGIA AVE AND ROSSMOOR BLVD,39.102545,-77.076625,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,LEXUS,RX4000,BLACK,Warning,22-219(a),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.102545, -77.076625)"
1/1/2018,16:34:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,RIVER RD @ CARDEROCK SPRINGS DR,38.99795167,-77.171325,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,FORD,EXPLORER,GRAY,Warning,13-411(f),Transportation Article,No,WHITE,M,MIDDLE RIVER,MD,MD,A - Marked Patrol,"(38.9979516666667, -77.171325)"
1/1/2018,0:34:00,MCP,"2nd district, Bethesda","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",EAST WEST HIGHWAY AT WISCONSIN AVENUE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,VERSA,BLACK,Warning,21-901.1(b),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,
1/1/2018,1:01:00,MCP,"2nd district, Bethesda",DRIVING VEH. ON HWY WITH LAMP IMPROPERLY DISPLAYING WHITE LIGHT FROM REAR,WISCONSIN AVENUE AT MONTGOMERY AVENUE,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2008,LAND ROVER,RANGE ROVER,BLACK,Warning,22-227(d),Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,
1/1/2018,3:40:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,GEORGIA AVENUE AT 495,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,FIT,GREEN,Warning,22-226(a),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,
1/1/2018,3:40:00,MCP,"2nd district, Bethesda",OPER. MOTOR VEH. WITH OCCUPANT UNDER 16 NOT RESTRAINED BY SEAT BELT,GEORGIA AVENUE AT 495,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,FIT,GREEN,Warning,22-412.3(b),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,
1/1/2018,21:12:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,NEW HAMPSHIRE AVE/BRIGGS CHANEY RD,39.09749833,-77.00286,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYO,4S,RED,Warning,22-226(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0974983333333, -77.00286)"
1/1/2018,21:29:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,NEW HAMPSHIRE AVE/ NORWOOD RD,39.10652167,-77.00209167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,FORD,4S,BLACK,Warning,22-226(a),Transportation Article,No,WHITE,F,DAMASCUS,MD,MD,A - Marked Patrol,"(39.1065216666667, -77.0020916666667)"
1/1/2018,21:48:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,NEW HAMPSHIRE AVE/GOOD HOPE DR,39.09383667,-76.99292167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,VOLKSWAGEN,4S,GRAY,Warning,22-226(a),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0938366666667, -76.9929216666667)"
1/1/2018,22:16:00,MCP,"4th district, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,NEW HAMPSHIRE AVE/MIDLAND RD,39.08795667,-76.99945167,No,No,No,No,No,No,No,No,No,No,CA,02 - Automobile,2014,NISSAN,ALTIMA,SILVER,Warning,21-1124.2(d2),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0879566666667, -76.9994516666667)"
1/1/2018,13:41:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,COLESVILLE RD/ PRELUDE DR,39.03862783,-76.9984755,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,LEXUS,GS300,BLACK,Warning,13-409(b),Transportation Article,No,BLACK,F,GLEN BURNIE,MD,MD,A - Marked Patrol,"(39.0386278333333, -76.9984755)"
1/1/2018,9:51:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,UNIVERISTY BLVD/VALLEYVIEW AVE,39.0366,-77.05782333,No,No,No,No,No,No,No,No,No,No,NJ,28 - Other,2016,DODGE,CARAVAN,SILVER,Warning,21-202(h1),Transportation Article,No,WHITE,F,TEANECK,NJ,NJ,A - Marked Patrol,"(39.0366, -77.0578233333333)"
1/1/2018,2:07:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,TRAVILAH RD / DARENSTOWN RD,39.09673333,-77.20571167,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2015,CHEV,MAL 4S,SILVER,Warning,21-201(a1),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.0967333333333, -77.2057116666667)"
1/1/2018,2:07:00,MCP,"1st district, Rockville",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,TRAVILAH RD / DARENSTOWN RD,39.09673333,-77.20571167,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2015,CHEV,MAL 4S,SILVER,Warning,21-202(i1),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.0967333333333, -77.2057116666667)"
1/1/2018,19:21:00,MCP,"3rd district, Silver Spring",TURN SIGNALS (*),DALE DR/THAYER AV,38.994425,-77.009185,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,ACURA,RL,SILVER,ESERO,71*,,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.994425, -77.009185)"
1/1/2018,20:22:00,MCP,"3rd district, Silver Spring",STOP LIGHTS (*),627 UNIVERSITY BLVD E,39.00059833,-76.99573167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,FORD,FUSION,MAROON,ESERO,64*,,No,BLACK,M,HANOVER,MD,MD,A - Marked Patrol,"(39.0005983333333, -76.9957316666667)"
1/1/2018,12:37:00,MCP,"6th district, Gaithersburg / Montgomery Village",STOP LIGHTS (*),MIDCOUNTY HWY / WOODFIELD RD,39.15234833,-77.17223833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HYUN,TK,BLACK,ESERO,64*,,No,WHITE,F,BROOKEVILLE,MD,MD,A - Marked Patrol,"(39.1523483333333, -77.1722383333333)"
1/1/2018,8:30:00,MCP,"3rd district, Silver Spring",STOP LIGHTS (*),ROEDER RD / FENTON ST,38.997242,-77.02590667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,VOLK,JETTA,SILVER,ESERO,64*,,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.997242, -77.0259066666667)"
1/1/2018,12:03:00,MCP,"3rd district, Silver Spring",STOP LIGHTS (*),S/B GEORGIA AVE / BALLARD ST,39.00049967,-77.0331205,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,FORD,FUSION,SILVER,ESERO,64*,,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0004996666667, -77.0331205)"
1/1/2018,14:50:00,MCP,"4th district, Wheaton",STOP LIGHTS (*),GEORGIA AVE/ARCOLA AVE,39.04560667,-77.05169,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,BMW,4D,BLACK,ESERO,64*,,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.0456066666667, -77.05169)"
1/1/2018,22:39:00,MCP,"4th district, Wheaton",TAG LIGHTS (*),BEL PRE RD AND LAYHILL RD,39.09062467,-77.04697967,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYOTA,SOLARA,SILVER,ESERO,65*,,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0906246666667, -77.0469796666667)"
1/1/2018,22:39:00,MCP,"4th district, Wheaton",HEADLIGHTS (*),BEL PRE RD AND LAYHILL RD,39.09062467,-77.04697967,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYOTA,SOLARA,SILVER,ESERO,55*,,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0906246666667, -77.0469796666667)"
